smiles,logSolubility,split
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,test
Oc1ccc(Cl)c(Cl)c1,-1.25,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017000000000001,train
c2ccc1ocnc1c2,-1.16,test
CCCCCO,-0.6,train
CCN(CC)c1ccccc1,-3.03,train
Fc1cccc(F)c1,-2.0,train
ClCCC#N ,-0.29,train
CC(C)(C)Cc1ccccc1,-4.15,train
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,train
Clc1ccccc1I,-3.54,train
c2ccc1[nH]nnc1c2,-0.78,test
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,train
Cc1cccc(C)c1O,-1.29,train
CC(C)C(C)O,-0.18,train
c1ccccc1C(O)c2ccccc2,-2.55,train
CCCCCCCCCC(=O)OC,-4.69,train
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,train
CC(C)CBr,-2.43,train
CCI,-1.6,train
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,train
CCCCCCBr,-3.81,train
CCCC(C)C,-3.74,train
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001,test
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,train
ON=Cc1ccc(o1)N(=O)=O ,-2.19,train
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,test
Nc1nc[nH]n1,0.522,val
BrC(Br)Br,-1.91,train
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,train
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,train
OCc1ccccc1,-0.4,train
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84,test
Oc1ccc(Br)cc1,-1.09,train
CC(C)Br,-1.59,train
CC(C)CC(C)(C)C,-4.74,train
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-2.89,train
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796,train
CCC,-1.94,train
Nc1cc(nc(N)n1=O)N2CCCCC2 ,-1.989,test
Nc2cccc3nc1ccccc1cc23 ,-4.22,train
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,test
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,train
C1Cc2cccc3cccc1c23,-4.63,test
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,train
Brc1ccc(Br)cc1,-4.07,train
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.82,test
Oc1ccc(cc1)c2ccccc2,-3.48,train
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,test
CCOC=C,-0.85,train
CCC#C,-1.24,train
COc1ncnc2nccnc12 ,-1.11,train
CCCCC(C)(O)CC,-1.6,train
Clc1ccc(Cl)cc1,-3.27,train
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47,train
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,train
Cc1c[nH]c2ccccc12 ,-2.42,train
COc2ncc1nccnc1n2,-1.11,train
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,test
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,test
CC#N,0.26,train
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,train
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59,test
ClCC(Cl)(Cl)Cl,-2.18,train
CCCCO,0.0,train
CC1CCCCC1NC(=O)Nc2ccccc2,-4.11,test
Clc1cc(Cl)cc(Cl)c1,-4.48,train
O=Cc1ccco1,-0.1,train
CC(C)CCO,-0.51,train
O=Cc2ccc1OCOc1c2 ,-1.63,test
CC(=C)C,-2.33,train
O=Cc1ccccc1,-1.19,train
CC(=C)C(=C)C,-2.4,train
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,-4.71,train
O2c1ccccc1N(C)C(=O)c3cccnc23 ,-3.672,val
C1c2ccccc2c3ccccc13,-5.0,val
CC1CCCCC1,-3.85,train
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,-1.99,train
COC(=O)c1ccc(O)cc1,-1.827,train
CC1CCCO1,0.11,train
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09,test
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,test
CCCI,-2.29,train
CCNc1nc(NC(C)C)nc(SC)n1,-3.04,train
CCCO,0.62,train
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,train
CCCC(C)O,-0.29,train
OC(C(=O)c1ccccc1)c2ccccc2,-2.85,test
Cc1ccc(O)c(C)c1,-1.19,train
Clc1cccc(c1)N(=O)=O,-2.77,train
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624,train
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57,train
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,train
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,train
CCC(C)CCO,-0.71,train
Cc2ncc1nccnc1n2,-0.12,train
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001,test
CCCCI,-2.96,train
Brc1ccc2ccccc2c1,-4.4,train
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,train
FC(F)(F)c1ccccc1,-2.51,train
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,train
c1ccc2c(c1)sc3ccccc23,-4.38,test
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8,train
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01,train
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,-3.893,train
c1ccccc1C(O)C(O)c2ccccc2,-1.93,train
COC(=O)c1ccccc1C(=O)OC,-1.66,train
CCCCCCCC(=O)OCC,-3.39,train
CCSSCC,-2.42,train
CCOCCOCC,-0.77,train
Clc1cc(Cl)c(Cl)cc1Cl,-5.56,train
Nc1ccc(cc1)c2ccc(N)cc2,-2.7,train
CCCCCC=C,-3.73,train
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,train
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,train
Nc1ccccc1Cl,-1.52,train
COc1cccc(Cl)c1,-2.78,train
CCCCN(CC)C(=O)SCCC,-3.53,train
CCCCOC=O,-1.37,train
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.18,train
BrC(Cl)Cl,-1.54,train
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,-3.48,test
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,test
Oc1ccc(C=O)cc1,-0.96,train
CBr,-0.79,train
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,val
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,train
CCc1ccc2ccccc2c1,-4.29,train
Nc1c(C)c[nH]c(=O)n1 ,-1.4580000000000002,train
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92,train
c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,train
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685,test
Fc1ccccc1Br,-2.7,train
Oc1ccc(Cl)cc1Cl,-1.55,train
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,train
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,-4.16,test
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907,train
C1CCCC1,-2.64,train
Cc1ccccc1N,-2.21,train
c1(OC)ccc(CC=C)cc1,-2.92,train
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,train
CC(C)C=C,-2.73,train
Oc1ccccn1,1.02,train
CC,-1.36,train
Clc1ccccc1Cl,-3.05,train
Sc2nc1ccccc1s2 ,-3.18,train
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6,train
COc2c1occc1cc3ccc(=O)oc23 ,-3.664,test
CC(=O)N,1.58,train
Cc1cccc2ccccc12,-3.7,train
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,train
CC(O)C(C)(C)C,-0.62,train
CCCC(=O)OCC,-1.36,train
CC2=CC(=O)c1ccccc1C2=O ,-3.03,train
c1ccc2c(c1)ccc3ccccc32,-5.26,train
Cc1ccnc(C)c1,0.38,train
CCCCCCCCCO,-3.01,train
BrCBr,-1.17,train
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,train
Cc1ccc2cc(C)ccc2c1,-4.89,train
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,train
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,train
Nc1cccc(c1)N(=O)=O,-2.19,train
CCCCCl,-2.03,train
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,test
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,test
Nc3cc2c1ccccc1ccc2c4ccccc34 ,-6.2,train
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,test
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,test
CC1CO1,-0.59,test
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,train
CCNC(=S)NCC,-1.46,train
Oc1cc(Cl)cc(Cl)c1Cl,-2.67,train
CCCCC(=O)OC,-1.34,train
Nc1ccccc1,-0.41,train
Cc1cccc2c(C)cccc12,-4.678999999999999,train
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,train
C1=Cc2cccc3cccc1c23,-3.96,test
CCCCCOC(=O)CC,-1.28,train
CCNc1nc(NC(C)C)nc(OC)n1,-2.084,train
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,test
CCBr,-1.09,train
CCC#CCC,-1.99,train
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.292999999999999,train
CCC(=C)C,-2.73,train
Oc1cccc2cccnc12 ,-2.42,train
C1CCc2ccccc2C1,-4.37,val
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,test
Brc1cc(Br)cc(Br)c1,-5.6,train
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,train
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,test
COc1cc(CC=C)ccc1O,-1.56,train
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002,train
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,test
CCOC(C)OCC,-0.43,train
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,val
CCCCOCCO,-0.42,train
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-5.82,train
CC12CCC(O)CC1CCC3C2CCC4(C)C3CCC4=O,-4.402,val
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,val
c1ccc2ncccc2c1,-1.3,train
COC(=O)c1cc(O)c(O)c(O)c1 ,-1.24,train
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,val
Clc2ccc1oc(=O)[nH]c1c2,-2.8310000000000004,train
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,train
O=C1NC(=O)C(=O)C(=O)N1 ,-1.25,val
ClCCCCl,-1.62,train
Fc1cccc(Br)c1,-2.67,train
Clc1ccc(Br)cc1,-3.63,train
CC(C)C(C)C,-3.65,train
CCC=C,-1.94,train
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68,train
Nc1cc[nH]c(=O)n1 ,-1.155,train
FC(F)(Cl)C(F)(Cl)Cl,-3.04,train
CCC#N,0.28,train
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,train
COc1ccccc1N(=O)=O,-1.96,train
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,val
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8,val
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,val
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,train
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899,val
OCC(O)CO,1.12,train
COc1ccccc1O ,-1.96,train
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,train
Cc1c2ccccc2cc3ccccc13,-5.89,train
Cc1cc(=O)n(c2ccccc2)n1C,0.715,train
CCCCOC,-0.99,train
Cc2cnc1cncnc1n2,-0.8540000000000001,train
CCNc1nc(Cl)nc(NCC)n1 ,-4.55,train
CN(C)C(=O)C,1.11,train
CSc1nc(nc(n1)N(C)C)N(C)C,-2.676,train
C=C,-0.4,train
CC(C)(C)CCO,-0.5,train
O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,train
Oc1ccc(Cl)c(Cl)c1Cl,-2.67,train
COc1ccccc1,-1.85,train
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,train
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,-3.85,train
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,train
CCc1ccc(C)cc1,-3.11,train
CC(C)SC(C)C,-2.24,train
O=N(=O)c1cccc(c1)N(=O)=O,-2.29,train
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,train
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,train
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,train
Cc1ncc(N(=O)=O)n1CCO,-1.22,train
Nc1ccc(Cl)cc1,-1.66,train
CCCC(C)(C)CO,-1.52,train
c1ccoc1,-0.82,train
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928,train
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.1710000000000003,val
CC(C)(C)c1ccccc1,-3.66,train
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.27,train
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,-4.37,train
CCCOC,-0.39,train
CC(C)OC(=O)C,-0.55,train
Brc1ccccc1,-2.55,train
CCOC(=O)c1ccc(O)cc1,-2.35,train
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001,train
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37,train
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,val
O=c1[nH]cnc2[nH]ncc12 ,-2.266,val
ClC=C,-1.75,train
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,train
BrC(Br)(Br)Br,-3.14,train
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871,train
O=C1NC(=O)c2ccccc12 ,-2.61,train
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,val
COC(=O)c1ccccc1,-1.85,train
Cn1ccc(=O)[nH]c1=O,-0.807,train
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,train
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47,train
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29,val
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,train
C1CC=CC1,-2.1,val
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),-1.99,val
CCCCCCCCC,-5.88,train
Oc1ccccc1Cl,-1.06,train
c1cccc2c3c(C)cc4ccccc4c3ccc12,-6.59,train
CCOc1ccccc1,-2.33,train
CCOC(=O)C=Cc1ccccc1,-3.0,train
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,train
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,train
Cc1ccc(cc1)S(=O)(=O)N,-1.74,train
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,train
CCCCCC(C)C,-5.08,train
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,train
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,-3.5380000000000003,val
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,train
CCC(O)C(C)C,-0.7,train
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,train
CC1(C)C2CCC1(C)C(O)C2,-2.32,val
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,train
CCCCCCC,-4.53,train
Oc1cccc2ccccc12,-2.22,train
C/C1CCCCC1\C,-4.3,train
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,-3.638,val
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,train
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,val
CCCCCC(=O)C,-1.45,train
COP(=O)(NC(C)=O)SC ,0.54,train
CCCCSP(=O)(SCCCC)SCCCC,-5.14,train
c1cC2C(=O)NC(=O)C2cc1,-2.932,val
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,train
CC=C(C)C,-2.56,train
Cc1ccc(C)c(C)c1,-3.31,train
Oc1cc(Cl)c(Cl)cc1Cl,-2.21,train
c1ccc2c(c1)cnc3ccccc23 ,-2.78,val
CCCC(C)(O)CC,-0.98,train
CCCCCCCC,-5.24,train
c1ccc2cc3ccccc3cc2c1,-6.35,train
NNc1ccccc1,0.07,train
CCC=O,0.58,train
C1CCCCCCC1,-4.15,train
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,train
ClC(Cl)Cl,-1.17,train
Sc1nccc(=O)[nH]1 ,-2.273,train
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,val
CC1=CCCCC1,-3.27,train
CCCCC(CC)C=O,-2.13,train
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,-3.0210000000000004,val
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,train
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,val
CCC(CC)C=O,-1.52,train
CCCOCCC,-1.62,train
CCCCCCCCCCCCCCO,-5.84,train
Oc1c(Cl)ccc(Cl)c1Cl,-2.64,train
NC(=O)N,0.96,train
CCCC#C,-1.64,train
Brc1cccc(Br)c1,-3.54,train
CCCCCCCCCCCCCCCCCCO,-8.4,train
CC(=O)Nc1ccccc1,-1.33,train
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,val
c1nccc(C(=O)NN)c1,0.009,train
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,train
CC(C)CCOC=O,-1.52,train
CC(=O)c1ccccc1,-1.28,train
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,val
CCOP(=O)(OCC)OCC,0.43,train
CC2(C)C1CCC(C)(C1)C2=O,-1.85,val
COc2cnc1cncnc1n2,-0.91,train
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,train
CC(C)N(=O)=O,-0.62,train
c1ccc2c(c1)[nH]c3ccccc32,-5.27,val
OCC(O)C(O)CO,0.7,train
CCCOC(=O)c1ccc(N)cc1,-2.452,train
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999,train
O=C1CCC(=O)N1,0.3,val
CCC(C)C(C)C,-4.28,train
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,train
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,val
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,-3.68,train
C1CCOCC1,-0.03,train
CCCCCC#C,-3.01,train
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,-4.314,train
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92,train
CCOC(=O)c1ccccc1,-2.32,train
ClCC(C)C,-2.0,train
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,train
CCCCCCCCCCCC(=O)OC,-4.69,train
CCCSCCC,-2.58,train
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,val
CCCCCBr,-3.08,train
CCCC/C=C/C,-3.82,train
Cc1ncc(N(=O)=O)n1CCO ,-1.26,train
CCCCCC1CCCC1,-6.08,train
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42,train
O=C1NC(=O)NC(=O)C1(CC)C(C)C,-2.148,train
CC(Cl)(Cl)Cl,-2.0,train
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,train
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,val
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,train
Cc1ccc(Br)cc1,-3.19,train
CCOCC,-0.09,train
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,-4.376,val
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53,train
Cc1cc(C)c(O)c(C)c1,-2.05,train
c1ccccc1,-1.64,train
Clc1ccc(I)cc1,-4.03,train
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,train
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48,train
C=Cc1ccccc1,-2.82,train
COCOC,0.48,train
Cc1ccccc1C,-2.8,train
CCC(C)O,0.47,train
Oc1ccc(O)cc1,-0.17,train
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955,train
C1c2ccccc2c3cc4ccccc4cc13,-8.04,val
O=C1CNC(=O)N1 ,-0.4,train
c1(O)cc(O)ccc1CCCCCC,-2.59,train
C=CCS(=O)SCC=C,-0.83,train
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001,train
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,-7.01,train
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,train
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,-3.93,val
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1,train
Clc1cccc(Cl)c1,-3.04,train
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,train
CC(C)COC=O,-1.01,train
c1ccccc1SC,-2.39,train
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,train
CCCCCC,-3.84,train
COC(=O)c1cccnc1 ,-0.46,train
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,val
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82,train
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,val
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,train
c1ccc2c(c1)c3ccccc3c4ccccc24,-6.726,val
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,val
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,train
CCc1ccccn1,0.51,train
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28,train
c1ccc(cc1)c2ccccc2,-4.345,train
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71,train
CN(C)c1nc(nc(n1)N(C)C)N(C)C,-3.364,train
CC(C)CC(C)(C)O,-0.92,train
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,val
OCC1OC(O)(CO)C(O)C1O,0.64,train
Cc1cc(C)cc(O)c1,-1.4,train
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,train
CC(=O)Nc1ccc(Cl)cc1,-2.843,train
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,train
CCC(C)(C)C,-3.55,train
CNc1ccccc1,-1.28,train
C=CCC=C,-2.09,train
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,train
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,train
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,train
Oc1cccc(Cl)c1,-0.7,train
Clc1cccc(Br)c1,-3.21,train
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,val
O=C1NC(=O)NC(=O)C1(C)CC,-1.228,train
OCCOc1ccccc1,-0.7,train
C(c1ccccc1)c2ccccc2,-4.08,train
CCCCCC(O)CC,-1.98,train
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,val
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43,train
CCCC(C)CO,-1.11,train
CCCCC(C)(C)O,-1.08,train
CCc1ccccc1,-2.77,train
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,train
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,train
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,train
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,train
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,train
CCOC(=O)CC,-0.66,train
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,train
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,train
Cc1cc2ccccc2cc1C,-4.72,train
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.25,train
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39,train
